from,to,from_station,to_station,total_trips,distance,orig_pop,dest_jobs
120,117,East Putney,Kensington (Olympia),0,5214.289352,7119,398
120,15,East Putney,Kenton,0,21718.64647,7119,1160
120,22,East Putney,North Wembley,0,19373.50531,7119,1192
120,56,East Putney,Perivale,1,16106.15335,7119,2681
120,70,East Putney,Ruislip Gardens,0,22714.73804,7119,970
120,18,East Putney,South Kenton,0,20321.36557,7119,678
120,99,East Putney,Upney,0,26260.86358,7119,2597
120,46,East Putney,West Acton,0,13073.5275,7119,1261
120,230,East Putney,West Finchley,0,21946.37846,7119,1374
120,13,East Putney,Willesden Junction,10,14144.06966,7119,4732
120,11,East Putney,Harlesden,0,14927.29523,7119,2045
120,63,East Putney,Queensway,52,6730.570406,7119,5714
120,40,East Putney,Chigwell,0,30786.26829,7119,445
120,42,East Putney,Roding Valley,0,28596.57259,7119,313
120,69,East Putney,South Ruislip,0,21817.22452,7119,1903
120,71,East Putney,West Ruislip,0,24856.28073,7119,1334
120,129,East Putney,Upminster Bridge,0,35785.71296,7119,1321
213,77,Edgware,Barbican,1,16991.41716,6076,13974
213,238,Edgware,Alperton,0,31646.11224,6076,2961
213,172,Edgware,Amersham,0,54418.28804,6076,1384
213,196,Edgware,Angel,110,16000.55074,6076,17781
213,198,Edgware,Archway,6,15578.88129,6076,7388
213,244,Edgware,Arsenal,0,18169.10697,6076,1857
213,0,Edgware,Baker Street,0,17236.97655,6076,26836
213,25,Edgware,Bank,286,18256.95773,6076,99997
213,100,Edgware,Barons Court,0,21986.32845,6076,6498
213,80,Edgware,Bayswater,0,19757.91306,6076,2718
213,81,Edgware,Blackfriars,16,18252.64743,6076,19042
213,269,Edgware,Blackhorse Road,0,24264.63208,6076,7290
213,33,Edgware,Bond Street,17,16160.3689,6076,36182
213,247,Edgware,Boston Manor,0,30135.91628,6076,1882
213,242,Edgware,Bounds Green,0,24454.23915,6076,4659
213,251,Edgware,Caledonian Road,0,16697.59375,6076,4847
213,214,Edgware,Camden Town,336,12625.54422,6076,15708
213,84,Edgware,Cannon Street,0,19154.01513,6076,10304
213,38,Edgware,Chancery Lane,78,16934.27718,6076,23080
213,4,Edgware,Embankment,18,16779.92077,6076,21813
213,110,Edgware,Chiswick Park,0,25811.16009,6076,2590
213,219,Edgware,Clapham Common,0,22642.75529,6076,8595
213,252,Edgware,Cockfosters,0,30495.42571,6076,1533
213,254,Edgware,Covent Garden,0,16482.17981,6076,12670
213,45,Edgware,Ealing Broadway,0,27951.00974,6076,19035
213,115,Edgware,Ealing Common,0,27848.44384,6076,2949
213,116,Edgware,Earl's Court,0,20821.3794,6076,15139
213,225,Edgware,East Finchley,0,18852.21996,6076,6287
213,120,Edgware,East Putney,7,24876.17051,6076,5692
213,50,Edgware,Epping,0,44366.95038,6076,3894
213,215,Edgware,Euston,141,13996.37551,6076,35148
213,78,Edgware,Farringdon,8,16477.66573,6076,29594
213,246,Edgware,Finsbury Park,9,18793.54518,6076,25516
213,124,Edgware,Fulham Broadway,8,22130.02534,6076,8891
213,52,Edgware,Gants Hill,0,32159.34169,6076,5975
213,89,Edgware,Gloucester Road,4,19783.33001,6076,10435
213,146,Edgware,Goldhawk Road,0,23638.57505,6076,1636
213,231,Edgware,Goodge Street,116,15037.54243,6076,8455
213,41,Edgware,Grange Hill,0,37280.73822,6076,807
213,76,Edgware,Great Portland Street,0,16343.73143,6076,9847
213,54,Edgware,Greenford,0,31185.10752,6076,4348
213,155,Edgware,Green Park,99,16532.6297,6076,45367
213,101,Edgware,Hammersmith,0,22837.23121,6076,31801
213,184,Edgware,Harrow-on-the-Hill,0,31991.78368,6076,8748
213,210,Edgware,Hendon Central,215,4879.698785,6076,6618
213,273,Edgware,Highbury & Islington,0,16920.60565,6076,34594
213,90,Edgware,High Street Kensington,0,20479.27461,6076,11547
213,39,Edgware,Holborn,57,16304.49369,6076,35986
213,262,Edgware,Hounslow Central,0,34278.71746,6076,3594
213,263,Edgware,Hounslow East,0,33542.51102,6076,3227
213,260,Edgware,Hounslow West,0,35619.40065,6076,2538
213,256,Edgware,Hyde Park Corner,0,17351.50623,6076,4617
213,189,Edgware,Ickenham,0,39837.3076,6076,1226
213,227,Edgware,Kennington,5,19280.89457,6076,4274
213,88,Edgware,King's Cross St. Pancras,220,14741.80882,6076,81369
213,264,Edgware,Knightsbridge,14,17922.82354,6076,12422
213,218,Edgware,Leicester Square,102,16163.93276,6076,25314
213,64,Edgware,Leyton,0,26192.85212,6076,10315
213,26,Edgware,Liverpool Street,66,18113.55669,6076,73701
213,154,Edgware,London Bridge,83,19170.9994,6076,65422
213,82,Edgware,Mansion House,0,18884.78054,6076,9437
213,34,Edgware,Marble Arch,4,16802.50655,6076,12008
213,79,Edgware,Moorgate,172,17667.2896,6076,44294
213,217,Edgware,Mornington Crescent,121,13244.16053,6076,5023
213,48,Edgware,North Acton,0,24871.63938,6076,7385
213,255,Edgware,North Ealing,0,28672.4851,6076,779
213,248,Edgware,Northfields,0,29269.44612,6076,3372
213,192,Edgware,Northwood,0,39155.8591,6076,2907
213,249,Edgware,Osterley,0,32605.84153,6076,2069
213,24,Edgware,Oxford Circus,225,15604.78816,6076,80019
213,7,Edgware,Paddington,1,18822.08046,6076,47079
213,239,Edgware,Park Royal,0,29776.60667,6076,2078
213,125,Edgware,Parsons Green,0,22838.23246,6076,6894
213,5,Edgware,Picadilly Circus,13,16373.90125,6076,31758
213,128,Edgware,Ravenscourt Park,0,23590.2536,6076,3249
213,181,Edgware,Rayners Lane,0,34488.57023,6076,4055
213,2,Edgware,Regent's Park,0,16604.15468,6076,3965
213,130,Edgware,Richmond,3,30036.66907,6076,11766
213,176,Edgware,Rickmansworth,0,44376.28437,6076,2618
213,151,Edgware,Royal Oak,0,19777.74348,6076,2456
213,191,Edgware,Ruislip,0,38042.61944,6076,1699
213,261,Edgware,Russell Square,6,15610.62234,6076,8739
213,94,Edgware,St. James's Park,36,18113.75651,6076,18060
213,27,Edgware,St. Paul's,0,17985.89918,6076,20314
213,61,Edgware,Shepherd's Bush (C),0,21107.99505,6076,17315
213,92,Edgware,Sloane Square,40,18613.00262,6076,16035
213,237,Edgware,South Ealing,0,28751.79503,6076,2991
213,267,Edgware,South Harrow,0,36198.93159,6076,2148
213,91,Edgware,South Kensington,50,19149.77753,6076,27454
213,133,Edgware,Stamford Brook,0,24290.42116,6076,2517
213,131,Edgware,Stepney Green,0,20776.14501,6076,6365
213,221,Edgware,Stockwell,36,21005.97923,6076,7837
213,3,Edgware,Charing Cross,139,16600.41735,6076,17958
213,268,Edgware,Sudbury Hill,0,34824.40355,6076,1728
213,166,Edgware,Swiss Cottage,0,19968.21903,6076,6877
213,83,Edgware,Temple,38,17482.45801,6076,10970
213,44,Edgware,Theydon Bois,0,41811.77059,6076,817
213,224,Edgware,Tooting Broadway,0,27011.69856,6076,13504
213,58,Edgware,Tottenham Court Road,203,15551.36504,6076,37082
213,270,Edgware,Tottenham Hale,0,23026.58868,6076,10787
213,74,Edgware,Tower Hill,16,19231.92911,6076,19875
213,112,Edgware,Turnham Green,0,24899.68765,6076,5251
213,190,Edgware,Uxbridge,0,43046.96196,6076,7914
213,93,Edgware,Victoria,140,17675.10323,6076,70671
213,271,Edgware,Walthamstow Central,112,25857.46237,6076,20687
213,228,Edgware,Warren Street,59,14504.34201,6076,23875
213,21,Edgware,Warwick Avenue,0,19880.61265,6076,3402
213,10,Edgware,Waterloo,119,17477.97223,6076,87309
213,150,Edgware,Westbourne Park,50,20713.84718,6076,3339
213,118,Edgware,West Brompton,0,21373.18721,6076,4854
213,102,Edgware,West Kensington,0,21476.51804,6076,4151
213,86,Edgware,Westminster,0,17523.79367,6076,24164
213,96,Edgware,Whitechapel,16,19745.77584,6076,22124
213,164,Edgware,Willesden Green,0,23294.44909,6076,6527
213,136,Edgware,Wimbledon,0,29237.08234,6076,12057
213,134,Edgware,Wimbledon Park,0,27717.02176,6076,1778
213,250,Edgware,Wood Green,9,22983.15841,6076,9584
213,275,Edgware,Pimlico,0,18796.53109,6076,10049
213,272,Edgware,Brixton,0,22226.49387,6076,24288
213,257,Edgware,Hatton Cross,0,38303.53054,6076,2545
213,258,Edgware,Heathrow Terminals 123,0,40424.57268,6076,5169
213,259,Edgware,Heathrow Terminal 4,0,40205.75507,6076,1637
213,171,Edgware,Southwark,0,18111.39367,6076,19579
213,153,Edgware,Bermondsey,30,20944.18649,6076,9228
213,137,Edgware,Canada Water,0,21882.26745,6076,29777
213,157,Edgware,North Greenwich,6,25158.74314,6076,23861
213,156,Edgware,Canary Wharf,77,23362.28118,6076,68117
213,158,Edgware,Canning Town,0,25324.56007,6076,27715
213,73,Edgware,Aldgate,10,18725.47748,6076,12048
213,95,Edgware,Aldgate East,17,18837.89806,6076,14650
213,201,Edgware,Balham,7,24968.23589,6076,12061
213,97,Edgware,Barking,57,30067.88787,6076,19367
213,103,Edgware,Becontree,0,33275.94335,6076,3113
213,204,Edgware,Belsize Park,187,10670.47935,6076,4595
213,31,Edgware,Bethnal Green,0,20273.25863,6076,11472
213,207,Edgware,Borough,100,19827.10951,6076,5743
213,105,Edgware,Bow Road,0,22413.80156,6076,4289
213,106,Edgware,Bromley-By-Bow,0,23332.34884,6076,3580
213,159,Edgware,Canons Park,0,32689.88283,6076,2997
213,173,Edgware,Chalfont & Latimer,0,51173.39803,6076,929
213,205,Edgware,Chalk Farm,47,11676.34734,6076,4313
213,174,Edgware,Chesham,0,56575.20477,6076,1216
213,175,Edgware,Chorleywood,0,47853.82865,6076,421
213,220,Edgware,Clapham North,0,21958.7221,6076,5526
213,202,Edgware,Clapham South,9,23855.29737,6076,7106
213,222,Edgware,Colliers Wood,0,28269.3878,6076,5260
213,177,Edgware,Croxley,0,43325.12252,6076,1377
213,113,Edgware,Dagenham East,0,35987.73252,6076,2791
213,104,Edgware,Dagenham Heathway,0,34665.32811,6076,5725
213,162,Edgware,Dollis Hill,0,24527.50423,6076,3410
213,180,Edgware,Eastcote,0,36268.30796,6076,2888
213,98,Edgware,East Ham,0,28041.85588,6076,12514
213,75,Edgware,Edgware Road (C),0,18168.18813,6076,6710
213,114,Edgware,Elm Park,0,38297.94187,6076,3226
213,87,Edgware,Euston Square,0,15736.95119,6076,15583
213,29,Edgware,Fairlop,0,36084.16784,6076,1124
213,226,Edgware,Finchley Central,0,21337.41911,6076,6502
213,165,Edgware,Finchley Road,0,20412.25073,6076,8755
213,209,Edgware,Golders Green,616,7413.820574,6076,6945
213,126,Edgware,Gunnersbury,0,26392.0686,6076,1901
213,51,Edgware,Hainault,0,36876.46201,6076,3513
213,206,Edgware,Hampstead,219,9477.512586,6076,3902
213,199,Edgware,Highgate,0,17138.78371,6076,4931
213,188,Edgware,Hillingdon,0,40888.39449,6076,1672
213,245,Edgware,Holloway Road,8,17331.27292,6076,5186
213,123,Edgware,Hornchurch,0,39811.33949,6076,2514
213,16,Edgware,Kensal Green,0,23659.3308,6076,1412
213,216,Edgware,Kentish Town,8,13915.80626,6076,8068
213,168,Edgware,Kilburn,0,22105.88747,6076,6737
213,19,Edgware,Kilburn Park,0,21434.16181,6076,2584
213,169,Edgware,Kingsbury,9,29875.79814,6076,4853
213,148,Edgware,Ladbroke Grove,0,21503.0028,6076,5084
213,65,Edgware,Leytonstone,9,27800.31586,6076,8584
213,36,Edgware,Loughton,0,36603.16406,6076,3474
213,20,Edgware,Maida Vale,0,20615.71481,6076,2630
213,265,Edgware,Manor House,33,19869.17741,6076,5729
213,1,Edgware,Marylebone,0,17653.5626,6076,12652
213,32,Edgware,Mile End,0,21783.31984,6076,11650
213,178,Edgware,Moor Park,0,41265.95984,6076,1022
213,235,Edgware,Morden,7,30774.42381,6076,8498
213,30,Edgware,Newbury Park,0,33798.47032,6076,4723
213,186,Edgware,North Harrow,0,33888.01419,6076,1833
213,185,Edgware,Northwick Park,0,30726.18089,6076,4185
213,194,Edgware,Northwood Hills,0,37584.69249,6076,1872
213,197,Edgware,Old Street,123,17442.46094,6076,25770
213,234,Edgware,Oval,9,20180.37336,6076,6055
213,195,Edgware,Pinner,0,35414.86013,6076,3415
213,132,Edgware,Plaistow,0,25477.40961,6076,4858
213,193,Edgware,Preston Road,0,28979.90908,6076,3074
213,121,Edgware,Putney Bridge,0,23796.20778,6076,5113
213,160,Edgware,Queensbury,0,31063.65137,6076,4909
213,17,Edgware,Queen's Park,0,22191.76538,6076,3837
213,182,Edgware,Ruislip Manor,0,37403.86551,6076,1987
213,274,Edgware,Seven Sisters,0,21761.75853,6076,28290
213,243,Edgware,Southgate,0,27448.207,6076,4660
213,223,Edgware,South Wimbledon,0,29292.04623,6076,4109
213,72,Edgware,South Woodford,0,30748.76584,6076,5156
213,161,Edgware,Stanmore,0,34097.18086,6076,3585
213,66,Edgware,Stratford,0,24522.22718,6076,67796
213,203,Edgware,Tooting Bec,0,25897.84199,6076,6375
213,200,Edgware,Tufnell Park,0,14611.03481,6076,2999
213,266,Edgware,Turnpike Lane,0,22059.77251,6076,8050
213,135,Edgware,Upminster,0,42174.9781,6076,2695
213,119,Edgware,Upton Park,0,26740.82608,6076,6947
213,68,Edgware,Wanstead,0,29551.80129,6076,2653
213,179,Edgware,Watford,0,45314.72074,6076,1958
213,170,Edgware,Wembley Park,0,27527.39901,6076,15098
213,109,Edgware,West Ham,0,24622.03095,6076,13975
213,167,Edgware,West Hampstead,0,21127.53054,6076,9441
213,187,Edgware,West Harrow,0,33149.63796,6076,1515
213,49,Edgware,White City,19,22006.98174,6076,10048
213,37,Edgware,Woodford,0,32511.39708,6076,4985
213,236,Edgware,Woodside Park,0,23274.40955,6076,2880
213,6,Edgware,Edgware Road (B),0,18094.7807,6076,4474
213,147,Edgware,Shepherd's Bush (H),0,23193.32682,6076,2605
213,276,Edgware,Vauxhall,138,19462.33444,6076,28851
213,111,Edgware,Acton Town,0,26860.55594,6076,5080
213,241,Edgware,Arnos Grove,0,25655.16777,6076,3548
213,211,Edgware,Burnt Oak,37,1428.603467,6076,4092
213,212,Edgware,Colindale,518,2688.475108,6076,7185
213,8,Edgware,Elephant & Castle,31,18970.02124,6076,14986
213,14,Edgware,Harrow & Wealdston,0,34619.98952,6076,3746
213,232,Edgware,High Barnet,0,27186.56525,6076,4064
213,59,Edgware,Holland Park,0,20169.04147,6076,3168
213,62,Edgware,Lancaster Gate,0,17997.72602,6076,4928
213,229,Edgware,Mill Hill East,0,22755.19787,6076,1367
213,163,Edgware,Neasden,0,25368.48623,6076,3431
213,55,Edgware,Northolt,0,32921.07545,6076,4343
213,60,Edgware,Notting Hill Gate,11,19489.64093,6076,12811
213,253,Edgware,Oakwood,0,29181.6957,6076,2210
213,53,Edgware,Redbridge,0,30710.2919,6076,2155
213,152,Edgware,St. John's Wood,0,19022.41933,6076,7214
213,12,Edgware,Stonebridge Park,0,27580.92721,6076,1848
213,233,Edgware,Totteridge & Whetstone,0,24715.04022,6076,2389
213,28,Edgware,Barkingside,0,34914.16918,6076,1821
213,43,Edgware,Debden,0,38599.56489,6076,2646
213,57,Edgware,Hanger Lane,0,27313.03159,6076,4282
213,127,Edgware,Kew Gardens,0,28137.69891,6076,3859
213,9,Edgware,Lambeth North,17,18015.05969,6076,2613
213,149,Edgware,Latimer Road,0,22084.71639,6076,2627
213,67,Edgware,Snaresbrook,0,29468.94951,6076,2301
213,240,Edgware,Sudbury Town,0,33212.78326,6076,1634
213,47,Edgware,East Acton,0,23723.50749,6076,3548
213,122,Edgware,Southfields,0,26379.17019,6076,5196
213,23,Edgware,Wembley Central,0,29252.67347,6076,3148
213,208,Edgware,Brent Cross,87,5983.456404,6076,2145
213,35,Edgware,Buckhurst Hill,0,34870.67484,6076,2324
213,117,Edgware,Kensington (Olympia),0,21980.87764,6076,398
213,15,Edgware,Kenton,0,32834.88135,6076,1160
213,22,Edgware,North Wembley,0,30489.74019,6076,1192
213,56,Edgware,Perivale,0,29506.57278,6076,2681
213,70,Edgware,Ruislip Gardens,0,36115.15747,6076,970
213,18,Edgware,South Kenton,0,31437.60045,6076,678
213,99,Edgware,Upney,0,31488.54477,6076,2597
213,46,Edgware,West Acton,0,26473.94693,6076,1261
213,230,Edgware,West Finchley,0,22321.29639,6076,1374
213,13,Edgware,Willesden Junction,0,25260.30453,6076,4732
213,11,Edgware,Harlesden,0,26043.53011,6076,2045
213,63,Edgware,Queensway,0,18848.29203,6076,5714
213,40,Edgware,Chigwell,0,36013.94947,6076,445
213,42,Edgware,Roding Valley,0,33824.25377,6076,313
213,69,Edgware,South Ruislip,0,35217.64395,6076,1903
213,71,Edgware,West Ruislip,0,38256.70016,6076,1334
213,129,Edgware,Upminster Bridge,0,41013.39414,6076,1321
50,77,Epping,Barbican,36,27375.53323,4605,13974
50,238,Epping,Alperton,0,45909.21093,4605,2961
50,172,Epping,Amersham,0,69334.20207,4605,1384
50,196,Epping,Angel,8,29002.99801,4605,17781
50,198,Epping,Archway,0,34694.74324,4605,7388
50,244,Epping,Arsenal,0,33052.43971,4605,1857
50,0,Epping,Baker Street,28,32152.89059,4605,26836
50,25,Epping,Bank,446,26918.1616,4605,99997
50,100,Epping,Barons Court,0,36249.42714,4605,6498
50,80,Epping,Bayswater,0,34673.8271,4605,2718
50,81,Epping,Blackfriars,1,28085.11733,4605,19042
50,269,Epping,Blackhorse Road,0,39147.96483,4605,7290
50,33,Epping,Bond Street,52,31294.00899,4605,36182
50,247,Epping,Boston Manor,0,44399.01498,4605,1882
50,242,Epping,Bounds Green,0,39337.5719,4605,4659
50,251,Epping,Caledonian Road,4,31580.92649,4605,4847
50,214,Epping,Camden Town,0,31741.40616,4605,15708
50,84,Epping,Cannon Street,39,27183.74963,4605,10304
50,38,Epping,Chancery Lane,100,28590.80909,4605,23080
50,4,Epping,Embankment,4,29557.84399,4605,21813
50,110,Epping,Chiswick Park,0,40074.25878,4605,2590
50,219,Epping,Clapham Common,0,33962.33837,4605,8595
50,252,Epping,Cockfosters,0,45378.75845,4605,1533
50,254,Epping,Covent Garden,9,29803.48312,4605,12670
50,45,Epping,Ealing Broadway,1,43084.64983,4605,19035
50,115,Epping,Ealing Common,0,42111.54254,4605,2949
50,116,Epping,Earl's Court,0,35084.47809,4605,15139
50,225,Epping,East Finchley,0,37968.08191,4605,6287
50,120,Epping,East Putney,4,39139.2692,4605,5692
50,213,Epping,Edgware,0,44366.95038,4605,4245
50,215,Epping,Euston,0,30370.57487,4605,35148
50,78,Epping,Farringdon,43,27889.28465,4605,29594
50,246,Epping,Finsbury Park,17,33676.87792,4605,25516
50,124,Epping,Fulham Broadway,8,36393.12404,4605,8891
50,52,Epping,Gants Hill,13,20925.66034,4605,5975
50,89,Epping,Gloucester Road,0,34046.42871,4605,10435
50,146,Epping,Goldhawk Road,0,38019.38493,4605,1636
50,231,Epping,Goodge Street,6,30504.51511,4605,8455
50,41,Epping,Grange Hill,0,16624.89445,4605,807
50,76,Epping,Great Portland Street,11,31227.06418,4605,9847
50,54,Epping,Greenford,0,46318.74761,4605,4348
50,155,Epping,Green Park,36,31116.17413,4605,45367
50,101,Epping,Hammersmith,5,37100.3299,4605,31801
50,184,Epping,Harrow-on-the-Hill,0,46907.69772,4605,8748
50,210,Epping,Hendon Central,22,39487.2516,4605,6618
50,273,Epping,Highbury & Islington,4,31803.93839,4605,34594
50,90,Epping,High Street Kensington,25,35021.85369,4605,11547
50,39,Epping,Holborn,186,29220.59258,4605,35986
50,262,Epping,Hounslow Central,0,48541.81615,4605,3594
50,263,Epping,Hounslow East,0,47805.60972,4605,3227
50,260,Epping,Hounslow West,0,49882.49934,4605,2538
50,256,Epping,Hyde Park Corner,17,31935.05066,4605,4617
50,189,Epping,Ickenham,0,54753.22164,4605,1226
50,227,Epping,Kennington,0,30151.93377,4605,4274
50,88,Epping,King's Cross St. Pancras,123,29625.14156,4605,81369
50,264,Epping,Knightsbridge,32,32506.36797,4605,12422
50,218,Epping,Leicester Square,42,30121.73017,4605,25314
50,64,Epping,Leyton,85,18174.09826,4605,10315
50,26,Epping,Liverpool Street,265,26253.39369,4605,73701
50,154,Epping,London Bridge,35,27832.20326,4605,65422
50,82,Epping,Mansion House,0,27452.98421,4605,9437
50,34,Epping,Marble Arch,66,31936.14664,4605,12008
50,79,Epping,Moorgate,10,26699.66078,4605,44294
50,217,Epping,Mornington Crescent,16,31122.91044,4605,5023
50,48,Epping,North Acton,0,40005.27947,4605,7385
50,255,Epping,North Ealing,0,42935.58379,4605,779
50,248,Epping,Northfields,0,43532.54481,4605,3372
50,192,Epping,Northwood,0,54071.77313,4605,2907
50,249,Epping,Osterley,0,46868.94023,4605,2069
50,24,Epping,Oxford Circus,118,30738.42825,4605,80019
50,7,Epping,Paddington,114,33737.99449,4605,47079
50,239,Epping,Park Royal,0,44039.70536,4605,2078
50,125,Epping,Parsons Green,0,37101.33116,4605,6894
50,5,Epping,Picadilly Circus,51,30426.63725,4605,31758
50,128,Epping,Ravenscourt Park,0,37853.35229,4605,3249
50,181,Epping,Rayners Lane,0,49404.48426,4605,4055
50,2,Epping,Regent's Park,0,31737.79477,4605,3965
50,130,Epping,Richmond,6,44299.76777,4605,11766
50,176,Epping,Rickmansworth,0,59292.19841,4605,2618
50,151,Epping,Royal Oak,0,34693.65752,4605,2456
50,191,Epping,Ruislip,0,52958.53347,4605,1699
50,261,Epping,Russell Square,0,29914.46393,4605,8739
50,94,Epping,St. James's Park,63,30416.64605,4605,18060
50,27,Epping,St. Paul's,157,27539.1871,4605,20314
50,61,Epping,Shepherd's Bush (C),0,36241.63514,4605,17315
50,92,Epping,Sloane Square,20,32196.58201,4605,16035
50,237,Epping,South Ealing,0,43014.89373,4605,2991
50,267,Epping,South Harrow,0,50462.03029,4605,2148
50,91,Epping,South Kensington,27,33412.87622,4605,27454
50,133,Epping,Stamford Brook,0,38553.51985,4605,2517
50,131,Epping,Stepney Green,0,23590.80537,4605,6365
50,221,Epping,Stockwell,0,32325.5623,4605,7837
50,3,Epping,Charing Cross,0,29737.3474,4605,17958
50,268,Epping,Sudbury Hill,0,49087.50224,4605,1728
50,166,Epping,Swiss Cottage,0,34884.13306,4605,6877
50,83,Epping,Temple,0,28855.30675,4605,10970
50,44,Epping,Theydon Bois,23,2555.179796,4605,817
50,224,Epping,Tooting Broadway,0,38331.28163,4605,13504
50,58,Epping,Tottenham Court Road,101,29990.69249,4605,37082
50,270,Epping,Tottenham Hale,0,37909.92142,4605,10787
50,74,Epping,Tower Hill,41,26211.17735,4605,19875
50,112,Epping,Turnham Green,0,39162.78634,4605,5251
50,190,Epping,Uxbridge,0,57962.876,4605,7914
50,93,Epping,Victoria,67,31258.68263,4605,70671
50,271,Epping,Walthamstow Central,0,40740.79512,4605,20687
50,228,Epping,Warren Street,23,30878.54138,4605,23875
50,21,Epping,Warwick Avenue,0,34796.52669,4605,3402
50,10,Epping,Waterloo,98,29003.43695,4605,87309
50,150,Epping,Westbourne Park,0,35629.76122,4605,3339
50,118,Epping,West Brompton,0,35636.28591,4605,4854
50,102,Epping,West Kensington,0,35739.61673,4605,4151
50,86,Epping,Westminster,29,29826.68321,4605,24164
50,96,Epping,Whitechapel,93,24621.17454,4605,22124
50,164,Epping,Willesden Green,0,38210.36312,4605,6527
50,136,Epping,Wimbledon,0,43500.18104,4605,12057
50,134,Epping,Wimbledon Park,0,41980.12045,4605,1778
50,250,Epping,Wood Green,0,37866.49115,4605,9584
50,275,Epping,Pimlico,5,32380.11049,4605,10049
50,272,Epping,Brixton,41,33546.07695,4605,24288
50,257,Epping,Hatton Cross,0,52566.62923,4605,2545
50,258,Epping,Heathrow Terminals 123,12,54687.67137,4605,5169
50,259,Epping,Heathrow Terminal 4,1,54468.85377,4605,1637
50,171,Epping,Southwark,0,29144.36337,4605,19579
50,153,Epping,Bermondsey,99,27743.68045,4605,9228
50,137,Epping,Canada Water,0,26805.59949,4605,29777
50,157,Epping,North Greenwich,8,24608.75298,4605,23861
50,156,Epping,Canary Wharf,302,24631.05158,4605,68117
50,158,Epping,Canning Town,8,23000.92933,4605,27715
50,73,Epping,Aldgate,0,26717.62897,4605,12048
50,95,Epping,Aldgate East,32,25529.05232,4605,14650
50,201,Epping,Balham,0,36287.81897,4605,12061
50,97,Epping,Barking,4,26878.75194,4605,19367
50,103,Epping,Becontree,0,30086.80742,4605,3113
50,204,Epping,Belsize Park,5,33696.47104,4605,4595
50,31,Epping,Bethnal Green,16,24107.64982,4605,11472
50,207,Epping,Borough,8,28545.63031,4605,5743
50,105,Epping,Bow Road,0,23214.11227,4605,4289
50,106,Epping,Bromley-By-Bow,0,22722.57713,4605,3580
50,159,Epping,Canons Park,0,47605.79687,4605,2997
50,173,Epping,Chalfont & Latimer,0,66089.31207,4605,929
50,205,Epping,Chalk Farm,0,32690.60304,4605,4313
50,174,Epping,Chesham,0,71491.11881,4605,1216
50,175,Epping,Chorleywood,0,62769.74269,4605,421
50,220,Epping,Clapham North,0,33278.30517,4605,5526
50,202,Epping,Clapham South,0,35174.88044,4605,7106
50,222,Epping,Colliers Wood,0,39588.97088,4605,5260
50,177,Epping,Croxley,0,58241.03656,4605,1377
50,113,Epping,Dagenham East,0,32798.5966,4605,2791
50,104,Epping,Dagenham Heathway,0,31476.19218,4605,5725
50,162,Epping,Dollis Hill,0,39443.41826,4605,3410
50,180,Epping,Eastcote,0,51184.222,4605,2888
50,98,Epping,East Ham,0,24852.71996,4605,12514
50,75,Epping,Edgware Road (C),24,33084.10216,4605,6710
50,114,Epping,Elm Park,0,35108.80594,4605,3226
50,87,Epping,Euston Square,4,30620.28393,4605,15583
50,29,Epping,Fairlop,0,18554.15203,4605,1124
50,226,Epping,Finchley Central,0,40453.28106,4605,6502
50,165,Epping,Finchley Road,0,35328.16477,4605,8755
50,209,Epping,Golders Green,0,36953.12981,4605,6945
50,126,Epping,Gunnersbury,0,40655.16729,4605,1901
50,51,Epping,Hainault,15,17761.85787,4605,3513
50,206,Epping,Hampstead,0,34889.4378,4605,3902
50,199,Epping,Highgate,0,36254.64565,4605,4931
50,188,Epping,Hillingdon,0,55804.30853,4605,1672
50,245,Epping,Holloway Road,0,32214.60566,4605,5186
50,123,Epping,Hornchurch,0,36622.20356,4605,2514
50,16,Epping,Kensal Green,0,38575.24484,4605,1412
50,216,Epping,Kentish Town,0,33031.66821,4605,8068
50,168,Epping,Kilburn,0,37021.80151,4605,6737
50,19,Epping,Kilburn Park,0,36350.07584,4605,2584
50,169,Epping,Kingsbury,0,44791.71218,4605,4853
50,148,Epping,Ladbroke Grove,5,36418.91684,4605,5084
50,65,Epping,Leytonstone,26,16566.63452,4605,8584
50,36,Epping,Loughton,65,7763.786323,4605,3474
50,20,Epping,Maida Vale,0,35531.62885,4605,2630
50,265,Epping,Manor House,0,34752.51016,4605,5729
50,1,Epping,Marylebone,60,32569.47664,4605,12652
50,32,Epping,Mile End,32,22583.63055,4605,11650
50,178,Epping,Moor Park,0,56181.87388,4605,1022
50,235,Epping,Morden,0,42094.00688,4605,8498
50,30,Epping,Newbury Park,0,20839.84955,4605,4723
50,186,Epping,North Harrow,0,48803.92823,4605,1833
50,185,Epping,Northwick Park,0,45642.09492,4605,4185
50,194,Epping,Northwood Hills,0,52500.60653,4605,1872
50,197,Epping,Old Street,14,27561.08781,4605,25770
50,234,Epping,Oval,0,31051.41255,4605,6055
50,195,Epping,Pinner,0,50330.77416,4605,3415
50,132,Epping,Plaistow,0,22288.27369,4605,4858
50,193,Epping,Preston Road,0,43895.82311,4605,3074
50,121,Epping,Putney Bridge,0,38059.30647,4605,5113
50,160,Epping,Queensbury,0,45979.56541,4605,4909
50,17,Epping,Queen's Park,0,37107.67942,4605,3837
50,182,Epping,Ruislip Manor,0,52319.77955,4605,1987
50,274,Epping,Seven Sisters,0,36645.09128,4605,28290
