from,to,from_station,to_station,total_trips,distance,orig_pop,dest_jobs
126,6,Gunnersbury,Edgware Road (B),0,9949.043421,5862,4474
126,147,Gunnersbury,Shepherd's Bush (H),0,4919.140647,5862,2605
126,276,Gunnersbury,Vauxhall,0,11183.71588,5862,28851
126,111,Gunnersbury,Acton Town,0,3453.249237,5862,5080
126,241,Gunnersbury,Arnos Grove,0,24054.48535,5862,3548
126,211,Gunnersbury,Burnt Oak,28,24963.46513,5862,4092
126,212,Gunnersbury,Colindale,25,23703.59349,5862,7185
126,8,Gunnersbury,Elephant & Castle,102,13143.77935,5862,14986
126,14,Gunnersbury,Harrow & Wealdston,0,25019.65274,5862,3746
126,232,Gunnersbury,High Barnet,0,28327.54541,5862,4064
126,59,Gunnersbury,Holland Park,0,8284.520123,5862,3168
126,62,Gunnersbury,Lancaster Gate,0,9097.03451,5862,4928
126,229,Gunnersbury,Mill Hill East,0,23896.17803,5862,1367
126,163,Gunnersbury,Neasden,0,18938.35726,5862,3431
126,55,Gunnersbury,Northolt,0,16665.51712,5862,4343
126,60,Gunnersbury,Notting Hill Gate,65,7605.119591,5862,12811
126,253,Gunnersbury,Oakwood,0,27581.01328,5862,2210
126,53,Gunnersbury,Redbridge,0,26998.50881,5862,2155
126,152,Gunnersbury,St. John's Wood,0,12592.29035,5862,7214
126,12,Gunnersbury,Stonebridge Park,37,17980.59042,5862,1848
126,233,Gunnersbury,Totteridge & Whetstone,0,25856.02038,5862,2389
126,28,Gunnersbury,Barkingside,0,31202.38608,5862,1821
126,43,Gunnersbury,Debden,0,34887.7818,5862,2646
126,57,Gunnersbury,Hanger Lane,0,11057.47326,5862,4282
126,127,Gunnersbury,Kew Gardens,232,1745.630318,5862,3859
126,9,Gunnersbury,Lambeth North,0,12188.8178,5862,2613
126,149,Gunnersbury,Latimer Road,0,6027.751075,5862,2627
126,67,Gunnersbury,Snaresbrook,0,25757.16642,5862,2301
126,240,Gunnersbury,Sudbury Town,0,9805.476551,5862,1634
126,47,Gunnersbury,East Acton,0,9764.212933,5862,3548
126,122,Gunnersbury,Southfields,34,11128.47999,5862,5196
126,23,Gunnersbury,Wembley Central,43,19652.33669,5862,3148
126,208,Gunnersbury,Brent Cross,22,20408.61219,5862,2145
126,35,Gunnersbury,Buckhurst Hill,0,31158.89175,5862,2324
126,117,Gunnersbury,Kensington (Olympia),0,6730.187443,5862,398
126,15,Gunnersbury,Kenton,35,23234.54456,5862,1160
126,22,Gunnersbury,North Wembley,94,20889.4034,5862,1192
126,56,Gunnersbury,Perivale,0,13251.01445,5862,2681
126,70,Gunnersbury,Ruislip Gardens,0,19859.59914,5862,970
126,18,Gunnersbury,South Kenton,0,21837.26366,5862,678
126,99,Gunnersbury,Upney,0,27776.76167,5862,2597
126,46,Gunnersbury,West Acton,0,7013.773489,5862,1261
126,230,Gunnersbury,West Finchley,0,23462.27655,5862,1374
126,13,Gunnersbury,Willesden Junction,170,15659.96775,5862,4732
126,11,Gunnersbury,Harlesden,49,16443.19332,5862,2045
126,63,Gunnersbury,Queensway,0,8246.468497,5862,5714
126,40,Gunnersbury,Chigwell,0,32302.16638,5862,445
126,42,Gunnersbury,Roding Valley,0,30112.47068,5862,313
126,69,Gunnersbury,South Ruislip,0,18962.08562,5862,1903
126,71,Gunnersbury,West Ruislip,0,22001.14183,5862,1334
126,129,Gunnersbury,Upminster Bridge,0,37301.61105,5862,1321
51,77,Hainault,Barbican,31,19885.04485,4973,13974
51,238,Hainault,Alperton,0,38418.72256,4973,2961
51,172,Hainault,Amersham,0,61843.7137,4973,1384
51,196,Hainault,Angel,0,21512.50964,4973,17781
51,198,Hainault,Archway,12,27204.25486,4973,7388
51,244,Hainault,Arsenal,0,25561.95133,4973,1857
51,0,Hainault,Baker Street,75,24662.40221,4973,26836
51,25,Hainault,Bank,481,19427.67322,4973,99997
51,100,Hainault,Barons Court,0,28758.93877,4973,6498
51,80,Hainault,Bayswater,0,27183.33872,4973,2718
51,81,Hainault,Blackfriars,18,20594.62895,4973,19042
51,269,Hainault,Blackhorse Road,0,31657.47645,4973,7290
51,33,Hainault,Bond Street,140,23803.52062,4973,36182
51,247,Hainault,Boston Manor,80,36908.5266,4973,1882
51,242,Hainault,Bounds Green,0,31847.08352,4973,4659
51,251,Hainault,Caledonian Road,0,24090.43812,4973,4847
51,214,Hainault,Camden Town,0,24250.91779,4973,15708
51,84,Hainault,Cannon Street,11,19693.26126,4973,10304
51,38,Hainault,Chancery Lane,178,21100.32072,4973,23080
51,4,Hainault,Embankment,7,22067.35561,4973,21813
51,110,Hainault,Chiswick Park,0,32583.77041,4973,2590
51,219,Hainault,Clapham Common,0,26471.84999,4973,8595
51,252,Hainault,Cockfosters,2,37888.27007,4973,1533
51,254,Hainault,Covent Garden,0,22312.99475,4973,12670
51,45,Hainault,Ealing Broadway,25,35594.16145,4973,19035
51,115,Hainault,Ealing Common,0,34621.05416,4973,2949
51,116,Hainault,Earl's Court,0,27593.98972,4973,15139
51,225,Hainault,East Finchley,0,30477.59353,4973,6287
51,120,Hainault,East Putney,0,31648.78082,4973,5692
51,213,Hainault,Edgware,0,36876.46201,4973,4245
51,50,Hainault,Epping,53,17761.85787,4973,3894
51,215,Hainault,Euston,0,22880.0865,4973,35148
51,78,Hainault,Farringdon,13,20398.79628,4973,29594
51,246,Hainault,Finsbury Park,10,26186.38955,4973,25516
51,124,Hainault,Fulham Broadway,9,28902.63566,4973,8891
51,52,Hainault,Gants Hill,63,4717.120321,4973,5975
51,89,Hainault,Gloucester Road,0,26555.94033,4973,10435
51,146,Hainault,Goldhawk Road,0,30528.89655,4973,1636
51,231,Hainault,Goodge Street,0,23014.02673,4973,8455
51,41,Hainault,Grange Hill,0,1136.963417,4973,807
51,76,Hainault,Great Portland Street,0,23736.5758,4973,9847
51,54,Hainault,Greenford,0,38828.25924,4973,4348
51,155,Hainault,Green Park,0,23625.68576,4973,45367
51,101,Hainault,Hammersmith,0,29609.84153,4973,31801
51,184,Hainault,Harrow-on-the-Hill,0,39417.20934,4973,8748
51,210,Hainault,Hendon Central,0,31996.76322,4973,6618
51,273,Hainault,Highbury & Islington,0,24313.45002,4973,34594
51,90,Hainault,High Street Kensington,120,27531.36532,4973,11547
51,39,Hainault,Holborn,181,21730.10421,4973,35986
51,262,Hainault,Hounslow Central,0,41051.32778,4973,3594
51,263,Hainault,Hounslow East,0,40315.12134,4973,3227
51,260,Hainault,Hounslow West,0,42392.01096,4973,2538
51,256,Hainault,Hyde Park Corner,0,24444.56229,4973,4617
51,189,Hainault,Ickenham,0,47262.73326,4973,1226
51,227,Hainault,Kennington,0,22661.44539,4973,4274
51,88,Hainault,King's Cross St. Pancras,157,22134.65319,4973,81369
51,264,Hainault,Knightsbridge,0,25015.8796,4973,12422
51,218,Hainault,Leicester Square,71,22631.2418,4973,25314
51,64,Hainault,Leyton,0,10683.60988,4973,10315
51,26,Hainault,Liverpool Street,244,18762.90531,4973,73701
51,154,Hainault,London Bridge,0,20341.71489,4973,65422
51,82,Hainault,Mansion House,0,19962.49584,4973,9437
51,34,Hainault,Marble Arch,28,24445.65827,4973,12008
51,79,Hainault,Moorgate,0,19209.17241,4973,44294
51,217,Hainault,Mornington Crescent,0,23632.42206,4973,5023
51,48,Hainault,North Acton,0,32514.79109,4973,7385
51,255,Hainault,North Ealing,0,35445.09542,4973,779
51,248,Hainault,Northfields,0,36042.05644,4973,3372
51,192,Hainault,Northwood,0,46581.28476,4973,2907
51,249,Hainault,Osterley,0,39378.45185,4973,2069
51,24,Hainault,Oxford Circus,103,23247.93988,4973,80019
51,7,Hainault,Paddington,6,26247.50612,4973,47079
51,239,Hainault,Park Royal,0,36549.21699,4973,2078
51,125,Hainault,Parsons Green,0,29610.84278,4973,6894
51,5,Hainault,Picadilly Circus,0,22936.14888,4973,31758
51,128,Hainault,Ravenscourt Park,0,30362.86392,4973,3249
51,181,Hainault,Rayners Lane,0,41913.99589,4973,4055
51,2,Hainault,Regent's Park,0,24247.30639,4973,3965
51,130,Hainault,Richmond,2,36809.27939,4973,11766
51,176,Hainault,Rickmansworth,0,51801.71003,4973,2618
51,151,Hainault,Royal Oak,0,27203.16915,4973,2456
51,191,Hainault,Ruislip,0,45468.0451,4973,1699
51,261,Hainault,Russell Square,0,22423.97556,4973,8739
51,94,Hainault,St. James's Park,61,22926.15768,4973,18060
51,27,Hainault,St. Paul's,355,20048.69872,4973,20314
51,61,Hainault,Shepherd's Bush (C),95,28751.14677,4973,17315
51,92,Hainault,Sloane Square,0,24706.09364,4973,16035
51,237,Hainault,South Ealing,0,35524.40535,4973,2991
51,267,Hainault,South Harrow,0,42971.54191,4973,2148
51,91,Hainault,South Kensington,19,25922.38784,4973,27454
51,133,Hainault,Stamford Brook,0,31063.03148,4973,2517
51,131,Hainault,Stepney Green,0,16100.317,4973,6365
51,221,Hainault,Stockwell,0,24835.07392,4973,7837
51,3,Hainault,Charing Cross,0,22246.85903,4973,17958
51,268,Hainault,Sudbury Hill,0,41597.01387,4973,1728
51,166,Hainault,Swiss Cottage,0,27393.64469,4973,6877
51,83,Hainault,Temple,0,21364.81838,4973,10970
51,44,Hainault,Theydon Bois,0,15206.67807,4973,817
51,224,Hainault,Tooting Broadway,0,30840.79325,4973,13504
51,58,Hainault,Tottenham Court Road,205,22500.20412,4973,37082
51,270,Hainault,Tottenham Hale,0,30419.43304,4973,10787
51,74,Hainault,Tower Hill,25,18720.68897,4973,19875
51,112,Hainault,Turnham Green,0,31672.29797,4973,5251
51,190,Hainault,Uxbridge,0,50472.38762,4973,7914
51,93,Hainault,Victoria,107,23768.19425,4973,70671
51,271,Hainault,Walthamstow Central,0,33250.30674,4973,20687
51,228,Hainault,Warren Street,0,23388.05301,4973,23875
51,21,Hainault,Warwick Avenue,0,27306.03831,4973,3402
51,10,Hainault,Waterloo,67,21512.94857,4973,87309
51,150,Hainault,Westbourne Park,0,28139.27285,4973,3339
51,118,Hainault,West Brompton,0,28145.79753,4973,4854
51,102,Hainault,West Kensington,0,28249.12836,4973,4151
51,86,Hainault,Westminster,0,22336.19484,4973,24164
51,96,Hainault,Whitechapel,143,17130.68617,4973,22124
51,164,Hainault,Willesden Green,0,30719.87475,4973,6527
51,136,Hainault,Wimbledon,0,36009.69266,4973,12057
51,134,Hainault,Wimbledon Park,0,34489.63208,4973,1778
51,250,Hainault,Wood Green,0,30376.00277,4973,9584
51,275,Hainault,Pimlico,46,24889.62211,4973,10049
51,272,Hainault,Brixton,0,26055.58857,4973,24288
51,257,Hainault,Hatton Cross,0,45076.14086,4973,2545
51,258,Hainault,Heathrow Terminals 123,0,47197.183,4973,5169
51,259,Hainault,Heathrow Terminal 4,0,46978.36539,4973,1637
51,171,Hainault,Southwark,0,21653.87499,4973,19579
51,153,Hainault,Bermondsey,0,20253.19208,4973,9228
51,137,Hainault,Canada Water,0,19315.11112,4973,29777
51,157,Hainault,North Greenwich,3,17118.26461,4973,23861
51,156,Hainault,Canary Wharf,314,17140.56321,4973,68117
51,158,Hainault,Canning Town,0,15510.44096,4973,27715
51,73,Hainault,Aldgate,8,19227.1406,4973,12048
51,95,Hainault,Aldgate East,30,18038.56394,4973,14650
51,201,Hainault,Balham,0,28797.33059,4973,12061
51,97,Hainault,Barking,0,19388.26357,4973,19367
51,103,Hainault,Becontree,0,22596.31905,4973,3113
51,204,Hainault,Belsize Park,0,26205.98266,4973,4595
51,31,Hainault,Bethnal Green,114,16617.16144,4973,11472
51,207,Hainault,Borough,29,21055.14193,4973,5743
51,105,Hainault,Bow Road,0,15723.62389,4973,4289
51,106,Hainault,Bromley-By-Bow,0,15232.08875,4973,3580
51,159,Hainault,Canons Park,0,40115.30849,4973,2997
51,173,Hainault,Chalfont & Latimer,0,58598.82369,4973,929
51,205,Hainault,Chalk Farm,3,25200.11466,4973,4313
51,174,Hainault,Chesham,0,64000.63043,4973,1216
51,175,Hainault,Chorleywood,0,55279.25432,4973,421
51,220,Hainault,Clapham North,0,25787.8168,4973,5526
51,202,Hainault,Clapham South,0,27684.39206,4973,7106
51,222,Hainault,Colliers Wood,0,32098.4825,4973,5260
51,177,Hainault,Croxley,0,50750.54819,4973,1377
51,113,Hainault,Dagenham East,0,25308.10822,4973,2791
51,104,Hainault,Dagenham Heathway,0,23985.70381,4973,5725
51,162,Hainault,Dollis Hill,0,31952.92989,4973,3410
51,180,Hainault,Eastcote,0,43693.73362,4973,2888
51,98,Hainault,East Ham,0,17362.23158,4973,12514
51,75,Hainault,Edgware Road (C),0,25593.61379,4973,6710
51,114,Hainault,Elm Park,0,27618.31757,4973,3226
51,87,Hainault,Euston Square,24,23129.79555,4973,15583
51,29,Hainault,Fairlop,2,792.2941639,4973,1124
51,226,Hainault,Finchley Central,0,32962.79268,4973,6502
51,165,Hainault,Finchley Road,0,27837.6764,4973,8755
51,209,Hainault,Golders Green,0,29462.64143,4973,6945
51,126,Hainault,Gunnersbury,0,33164.67891,4973,1901
51,206,Hainault,Hampstead,0,27398.94942,4973,3902
51,199,Hainault,Highgate,0,28764.15728,4973,4931
51,188,Hainault,Hillingdon,0,48313.82016,4973,1672
51,245,Hainault,Holloway Road,0,24724.11729,4973,5186
51,123,Hainault,Hornchurch,0,29131.71519,4973,2514
51,16,Hainault,Kensal Green,0,31084.75646,4973,1412
51,216,Hainault,Kentish Town,0,25541.17983,4973,8068
51,168,Hainault,Kilburn,0,29531.31314,4973,6737
51,19,Hainault,Kilburn Park,0,28859.58747,4973,2584
51,169,Hainault,Kingsbury,0,37301.2238,4973,4853
51,148,Hainault,Ladbroke Grove,0,28928.42847,4973,5084
51,65,Hainault,Leytonstone,314,9076.146143,4973,8584
51,36,Hainault,Loughton,0,9998.071544,4973,3474
51,20,Hainault,Maida Vale,0,28041.14048,4973,2630
51,265,Hainault,Manor House,0,27262.02178,4973,5729
51,1,Hainault,Marylebone,9,25078.98826,4973,12652
51,32,Hainault,Mile End,4,15093.14217,4973,11650
51,178,Hainault,Moor Park,0,48691.3855,4973,1022
51,235,Hainault,Morden,0,34603.51851,4973,8498
51,30,Hainault,Newbury Park,32,3077.991683,4973,4723
51,186,Hainault,North Harrow,0,41313.43985,4973,1833
51,185,Hainault,Northwick Park,13,38151.60655,4973,4185
51,194,Hainault,Northwood Hills,0,45010.11815,4973,1872
51,197,Hainault,Old Street,121,20070.59944,4973,25770
51,234,Hainault,Oval,22,23560.92418,4973,6055
51,195,Hainault,Pinner,0,42840.28579,4973,3415
51,132,Hainault,Plaistow,0,14797.78532,4973,4858
51,193,Hainault,Preston Road,0,36405.33474,4973,3074
51,121,Hainault,Putney Bridge,0,30568.8181,4973,5113
51,160,Hainault,Queensbury,0,38489.07704,4973,4909
51,17,Hainault,Queen's Park,0,29617.19104,4973,3837
51,182,Hainault,Ruislip Manor,0,44829.29117,4973,1987
51,274,Hainault,Seven Sisters,0,29154.6029,4973,28290
51,243,Hainault,Southgate,0,34841.05137,4973,4660
51,223,Hainault,South Wimbledon,0,33121.14092,4973,4109
51,72,Hainault,South Woodford,0,7668.935801,4973,5156
51,161,Hainault,Stanmore,0,41522.60653,4973,3585
51,66,Hainault,Stratford,188,12354.23483,4973,67796
51,203,Hainault,Tooting Bec,0,29726.93668,4973,6375
51,200,Hainault,Tufnell Park,0,26236.40838,4973,2999
51,266,Hainault,Turnpike Lane,0,29452.61688,4973,8050
51,135,Hainault,Upminster,0,31495.3538,4973,2695
51,119,Hainault,Upton Park,0,16061.20178,4973,6947
51,68,Hainault,Wanstead,117,7324.660716,4973,2653
51,179,Hainault,Watford,0,52740.1464,4973,1958
51,170,Hainault,Wembley Park,8,34952.82467,4973,15098
51,109,Hainault,West Ham,6,13942.40665,4973,13975
51,167,Hainault,West Hampstead,0,28552.9562,4973,9441
51,187,Hainault,West Harrow,0,40575.06362,4973,1515
51,49,Hainault,White City,182,29650.13345,4973,10048
51,37,Hainault,Woodford,10,5906.304561,4973,4985
51,236,Hainault,Woodside Park,0,34899.78312,4973,2880
51,6,Hainault,Edgware Road (B),0,25520.20637,4973,4474
51,147,Hainault,Shepherd's Bush (H),0,30618.75248,4973,2605
51,276,Hainault,Vauxhall,0,25555.42546,4973,28851
51,111,Hainault,Acton Town,0,33633.16626,4973,5080
51,241,Hainault,Arnos Grove,0,33048.01214,4973,3548
51,211,Hainault,Burnt Oak,0,35447.85854,4973,4092
51,212,Hainault,Colindale,0,34187.9869,4973,7185
51,8,Hainault,Elephant & Castle,0,21912.23021,4973,14986
51,14,Hainault,Harrow & Wealdston,0,42045.41519,4973,3746
51,232,Hainault,High Barnet,68,38811.93882,4973,4064
51,59,Hainault,Holland Park,0,27812.19318,4973,3168
51,62,Hainault,Lancaster Gate,0,25640.87773,4973,4928
51,229,Hainault,Mill Hill East,0,34380.57144,4973,1367
51,163,Hainault,Neasden,50,32793.9119,4973,3431
51,55,Hainault,Northolt,0,40564.22717,4973,4343
51,60,Hainault,Notting Hill Gate,0,27132.79265,4973,12811
51,253,Hainault,Oakwood,0,36574.54006,4973,2210
51,53,Hainault,Redbridge,0,6166.170108,4973,2155
51,152,Hainault,St. John's Wood,0,26447.84499,4973,7214
51,12,Hainault,Stonebridge Park,0,35006.35287,4973,1848
51,233,Hainault,Totteridge & Whetstone,0,36340.41379,4973,2389
51,28,Hainault,Barkingside,8,1962.292831,4973,1821
51,43,Hainault,Debden,0,11994.47238,4973,2646
51,57,Hainault,Hanger Lane,0,34956.1833,4973,4282
51,127,Hainault,Kew Gardens,21,34910.30923,4973,3859
51,9,Hainault,Lambeth North,0,22050.03603,4973,2613
51,149,Hainault,Latimer Road,30,29510.14205,4973,2627
51,67,Hainault,Snaresbrook,0,8948.752126,4973,2301
51,240,Hainault,Sudbury Town,0,39985.39358,4973,1634
51,47,Hainault,East Acton,0,31366.6592,4973,3548
51,122,Hainault,Southfields,0,33151.78051,4973,5196
51,23,Hainault,Wembley Central,0,36678.09914,4973,3148
51,208,Hainault,Brent Cross,0,30893.0056,4973,2145
51,35,Hainault,Buckhurst Hill,0,8265.582329,4973,2324
51,117,Hainault,Kensington (Olympia),0,28753.48796,4973,398
51,15,Hainault,Kenton,0,40260.30701,4973,1160
51,22,Hainault,North Wembley,0,37915.16585,4973,1192
51,56,Hainault,Perivale,0,37149.7245,4973,2681
51,70,Hainault,Ruislip Gardens,0,43758.30919,4973,970
51,18,Hainault,South Kenton,0,38863.02611,4973,678
51,99,Hainault,Upney,0,20808.92047,4973,2597
51,46,Hainault,West Acton,0,34117.09865,4973,1261
51,230,Hainault,West Finchley,0,33946.66996,4973,1374
51,13,Hainault,Willesden Junction,0,32685.7302,4973,4732
51,11,Hainault,Harlesden,0,33468.95577,4973,2045
51,63,Hainault,Queensway,0,26491.44375,4973,5714
51,40,Hainault,Chigwell,0,2403.752165,4973,445
51,42,Hainault,Roding Valley,0,4593.447868,4973,313
51,69,Hainault,South Ruislip,0,42860.79567,4973,1903
51,71,Hainault,West Ruislip,0,45899.85188,4973,1334
51,129,Hainault,Upminster Bridge,0,30333.76984,4973,1321
206,77,Hampstead,Barbican,0,7513.90457,4085,13974
206,238,Hampstead,Alperton,0,22168.59965,4085,2961
206,172,Hampstead,Amersham,0,44940.77545,4085,1384
206,196,Hampstead,Angel,33,6523.038156,4085,17781
206,198,Hampstead,Archway,4,6101.368707,4085,7388
206,244,Hampstead,Arsenal,0,8691.594379,4085,1857
206,0,Hampstead,Baker Street,6,7759.463963,4085,26836
206,25,Hampstead,Bank,546,8779.445146,4085,99997
206,100,Hampstead,Barons Court,5,12508.81586,4085,6498
206,80,Hampstead,Bayswater,0,10280.40047,4085,2718
206,81,Hampstead,Blackfriars,0,8775.134844,4085,19042
206,269,Hampstead,Blackhorse Road,0,14787.1195,4085,7290
206,33,Hampstead,Bond Street,6,6682.856315,4085,36182
206,247,Hampstead,Boston Manor,0,20658.4037,4085,1882
206,242,Hampstead,Bounds Green,0,14976.72657,4085,4659
206,251,Hampstead,Caledonian Road,3,7220.081163,4085,4847
206,214,Hampstead,Camden Town,275,3148.031633,4085,15708
206,84,Hampstead,Cannon Street,0,9676.50254,4085,10304
206,38,Hampstead,Chancery Lane,27,7456.764592,4085,23080
206,4,Hampstead,Embankment,23,7302.408184,4085,21813
206,110,Hampstead,Chiswick Park,0,16333.6475,4085,2590
206,219,Hampstead,Clapham Common,11,13165.24271,4085,8595
206,252,Hampstead,Cockfosters,0,21017.91312,4085,1533
206,254,Hampstead,Covent Garden,35,7004.667226,4085,12670
206,45,Hampstead,Ealing Broadway,27,18473.49715,4085,19035
206,115,Hampstead,Ealing Common,0,18370.93126,4085,2949
206,116,Hampstead,Earl's Court,23,11343.86681,4085,15139
206,225,Hampstead,East Finchley,0,9374.707376,4085,6287
206,120,Hampstead,East Putney,0,15398.65792,4085,5692
206,213,Hampstead,Edgware,18,9477.512586,4085,4245
206,50,Hampstead,Epping,0,34889.4378,4085,3894
206,215,Hampstead,Euston,106,4518.862921,4085,35148
206,78,Hampstead,Farringdon,29,7000.153144,4085,29594
206,246,Hampstead,Finsbury Park,9,9316.032594,4085,25516
206,124,Hampstead,Fulham Broadway,0,12652.51276,4085,8891
206,52,Hampstead,Gants Hill,0,22681.8291,4085,5975
206,89,Hampstead,Gloucester Road,0,10305.81743,4085,10435
206,146,Hampstead,Goldhawk Road,0,14161.06247,4085,1636
206,231,Hampstead,Goodge Street,43,5560.029848,4085,8455
206,41,Hampstead,Grange Hill,0,27803.22563,4085,807
206,76,Hampstead,Great Portland Street,6,6866.218848,4085,9847
206,54,Hampstead,Greenford,0,21707.59493,4085,4348
206,155,Hampstead,Green Park,73,7055.117115,4085,45367
206,101,Hampstead,Hammersmith,9,13359.71862,4085,31801
206,184,Hampstead,Harrow-on-the-Hill,0,22514.2711,4085,8748
206,210,Hampstead,Hendon Central,55,4597.813801,4085,6618
206,273,Hampstead,Highbury & Islington,20,7443.093062,4085,34594
206,90,Hampstead,High Street Kensington,0,11001.76202,4085,11547
206,39,Hampstead,Holborn,46,6826.981105,4085,35986
206,262,Hampstead,Hounslow Central,0,24801.20487,4085,3594
206,263,Hampstead,Hounslow East,0,24064.99844,4085,3227
206,260,Hampstead,Hounslow West,0,26141.88806,4085,2538
206,256,Hampstead,Hyde Park Corner,0,7873.993644,4085,4617
206,189,Hampstead,Ickenham,0,30359.79501,4085,1226
206,227,Hampstead,Kennington,0,9803.381987,4085,4274
206,88,Hampstead,King's Cross St. Pancras,101,5264.296234,4085,81369
206,264,Hampstead,Knightsbridge,101,8445.310955,4085,12422
206,218,Hampstead,Leicester Square,180,6686.420172,4085,25314
206,64,Hampstead,Leyton,77,16715.33954,4085,10315
206,26,Hampstead,Liverpool Street,13,8636.044107,4085,73701
206,154,Hampstead,London Bridge,77,9693.48681,4085,65422
206,82,Hampstead,Mansion House,1,9407.267958,4085,9437
206,34,Hampstead,Marble Arch,0,7324.993963,4085,12008
206,79,Hampstead,Moorgate,304,8189.777015,4085,44294
206,217,Hampstead,Mornington Crescent,40,3766.647939,4085,5023
206,48,Hampstead,North Acton,0,15394.12679,4085,7385
206,255,Hampstead,North Ealing,0,19194.97251,4085,779
206,248,Hampstead,Northfields,0,19791.93353,4085,3372
206,192,Hampstead,Northwood,0,29678.34651,4085,2907
206,249,Hampstead,Osterley,0,23128.32895,4085,2069
206,24,Hampstead,Oxford Circus,87,6127.275573,4085,80019
206,7,Hampstead,Paddington,159,9344.56787,4085,47079
206,239,Hampstead,Park Royal,0,20299.09408,4085,2078
206,125,Hampstead,Parsons Green,0,13360.71988,4085,6894
206,5,Hampstead,Picadilly Circus,1,6896.388663,4085,31758
206,128,Hampstead,Ravenscourt Park,0,14112.74101,4085,3249
206,181,Hampstead,Rayners Lane,0,25011.05764,4085,4055
206,2,Hampstead,Regent's Park,0,7126.64209,4085,3965
206,130,Hampstead,Richmond,0,20559.15649,4085,11766
206,176,Hampstead,Rickmansworth,0,34898.77178,4085,2618
206,151,Hampstead,Royal Oak,0,10300.2309,4085,2456
206,191,Hampstead,Ruislip,0,28565.10685,4085,1699
206,261,Hampstead,Russell Square,47,6133.109751,4085,8739
206,94,Hampstead,St. James's Park,7,8636.243921,4085,18060
206,27,Hampstead,St. Paul's,39,8508.386589,4085,20314
206,61,Hampstead,Shepherd's Bush (C),53,11630.48247,4085,17315
206,92,Hampstead,Sloane Square,0,9135.490031,4085,16035
206,237,Hampstead,South Ealing,0,19274.28245,4085,2991
206,267,Hampstead,South Harrow,0,26721.41901,4085,2148
206,91,Hampstead,South Kensington,9,9672.26494,4085,27454
206,133,Hampstead,Stamford Brook,0,14812.90857,4085,2517
206,131,Hampstead,Stepney Green,0,11298.63242,4085,6365
206,221,Hampstead,Stockwell,0,11528.46664,4085,7837
206,3,Hampstead,Charing Cross,18,7122.904766,4085,17958
206,268,Hampstead,Sudbury Hill,0,25346.89096,4085,1728
206,166,Hampstead,Swiss Cottage,0,10490.70644,4085,6877
206,83,Hampstead,Temple,9,8004.945421,4085,10970
206,44,Hampstead,Theydon Bois,0,32334.258,4085,817
206,224,Hampstead,Tooting Broadway,0,17534.18597,4085,13504
206,58,Hampstead,Tottenham Court Road,88,6073.852459,4085,37082
206,270,Hampstead,Tottenham Hale,57,13549.07609,4085,10787
206,74,Hampstead,Tower Hill,0,9754.416523,4085,19875
206,112,Hampstead,Turnham Green,0,15422.17506,4085,5251
206,190,Hampstead,Uxbridge,0,33569.44937,4085,7914
206,93,Hampstead,Victoria,71,8197.590644,4085,70671
206,271,Hampstead,Walthamstow Central,7,16379.94979,4085,20687
206,228,Hampstead,Warren Street,54,5026.829428,4085,23875
206,21,Hampstead,Warwick Avenue,0,10403.10006,4085,3402
206,10,Hampstead,Waterloo,36,8000.459644,4085,87309
206,150,Hampstead,Westbourne Park,0,11236.3346,4085,3339
206,118,Hampstead,West Brompton,0,11895.67463,4085,4854
206,102,Hampstead,West Kensington,0,11999.00545,4085,4151
206,86,Hampstead,Westminster,0,8046.28108,4085,24164
206,96,Hampstead,Whitechapel,3,10268.26326,4085,22124
206,164,Hampstead,Willesden Green,0,13816.9365,4085,6527
206,136,Hampstead,Wimbledon,4,19759.56976,4085,12057
206,134,Hampstead,Wimbledon Park,0,18239.50917,4085,1778
206,250,Hampstead,Wood Green,0,13505.64582,4085,9584
206,275,Hampstead,Pimlico,44,9319.018505,4085,10049
206,272,Hampstead,Brixton,34,12748.98129,4085,24288
206,257,Hampstead,Hatton Cross,10,28826.01795,4085,2545
206,258,Hampstead,Heathrow Terminals 123,0,30947.06009,4085,5169
206,259,Hampstead,Heathrow Terminal 4,0,30728.24249,4085,1637
206,171,Hampstead,Southwark,5,8633.881087,4085,19579
206,153,Hampstead,Bermondsey,0,11466.67391,4085,9228
206,137,Hampstead,Canada Water,0,12404.75486,4085,29777
206,157,Hampstead,North Greenwich,0,15681.23055,4085,23861
206,156,Hampstead,Canary Wharf,93,13884.76859,4085,68117
206,158,Hampstead,Canning Town,0,15847.04749,4085,27715
206,73,Hampstead,Aldgate,17,9247.964898,4085,12048
206,95,Hampstead,Aldgate East,0,9360.385479,4085,14650
206,201,Hampstead,Balham,1,15490.72331,4085,12061
206,97,Hampstead,Barking,26,20590.37528,4085,19367
206,103,Hampstead,Becontree,0,23798.43076,4085,3113
206,204,Hampstead,Belsize Park,0,1192.966759,4085,4595
206,31,Hampstead,Bethnal Green,0,10795.74605,4085,11472
206,207,Hampstead,Borough,1,10349.59693,4085,5743
206,105,Hampstead,Bow Road,0,12936.28897,4085,4289
206,106,Hampstead,Bromley-By-Bow,0,13854.83625,4085,3580
206,159,Hampstead,Canons Park,0,23212.37024,4085,2997
206,173,Hampstead,Chalfont & Latimer,0,41695.88545,4085,929
206,205,Hampstead,Chalk Farm,10,2198.834758,4085,4313
